game_date,drive,goal_to_go,air_yards,yards_after_catch,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,interception,punt_inside_twenty,tackled_for_loss,qb_hit,pass_attempt,sack,punt_attempt,fumble,return_yards,third_down_perc,fourth_down_perc,pass_perc,yards_per_deep_pass,yards_per_rush,yards_per_short_pass,yards_per_play,home,team_score
2018-12-13,18,5.0,210.0,136.0,0.0,7.0,12.0,3.0,0.0,1.0,2.0,4.0,36.0,2.0,4.0,3.0,104.0,0.00043299415457891317,0.0,0.00040438079191238417,13.2,3.5294117647058822,6.103448275862069,5.547169811320755,1,28
2018-12-13,17,8.0,324.0,113.0,0.0,7.0,18.0,5.0,2.0,0.0,1.0,11.0,44.0,5.0,2.0,1.0,47.0,0.00043299415457891317,0.0007698229407236335,0.0004380791912384162,15.125,4.958333333333333,6.4,6.014705882352941,0,29
2018-12-15,23,0.0,264.0,111.0,0.0,1.0,12.0,2.0,0.0,0.0,3.0,11.0,34.0,6.0,3.0,0.0,50.0,7.214486689272058e-05,0.0,0.0003707073770768038,18.333333333333332,2.764705882352941,8.363636363636363,5.607843137254902,0,29
2018-12-15,22,3.0,398.0,70.0,0.0,7.0,11.0,3.0,0.0,2.0,4.0,7.0,41.0,3.0,4.0,1.0,88.0,0.0006493038020344852,0.0007686395080707148,0.00040435353977827946,10.5,2.903225806451613,5.285714285714286,4.416666666666667,1,22
2018-12-15,22,1.0,314.0,67.0,0.0,5.0,13.0,3.0,1.0,2.0,2.0,3.0,33.0,2.0,4.0,1.0,48.0,0.00036075036075036075,0.0007692307692307692,0.000303275374039628,6.25,4.785714285714286,6.0,5.065573770491803,0,17
2018-12-15,21,3.0,290.0,153.0,0.0,3.0,17.0,2.0,2.0,0.0,4.0,7.0,50.0,2.0,3.0,0.0,44.0,0.0003606983119319002,0.0007692307692307692,0.0005222811894532895,0.0,1.6,5.976744186046512,3.857142857142857,1,16
2018-12-16,26,6.0,214.0,145.0,0.0,6.0,10.0,2.0,2.0,2.0,3.0,9.0,43.0,7.0,7.0,1.0,51.0,0.00021640337589266391,0.001539645881447267,0.00038752506276221123,8.0,2.727272727272727,6.548387096774194,3.8923076923076922,0,14
2018-12-16,25,8.0,253.0,87.0,0.0,8.0,14.0,1.0,0.0,0.0,4.0,3.0,39.0,2.0,6.0,0.0,38.0,0.0003607243344636029,0.0,0.00037065741146342283,10.833333333333334,7.962962962962963,5.533333333333333,6.590909090909091,1,39
2018-12-16,19,5.0,137.0,49.0,0.0,16.0,7.0,1.0,0.0,1.0,2.0,5.0,25.0,2.0,3.0,1.0,104.0,0.0006493506493506494,0.0007698229407236335,0.00023589276988660298,14.0,4.938775510204081,4.904761904761905,5.0,1,20
2018-12-16,18,4.0,268.0,47.0,0.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,26.0,1.0,4.0,1.0,90.0,0.00021645021645021645,0.0,0.00021903590503951072,17.833333333333332,3.8636363636363638,2.6315789473684212,5.020833333333333,0,12
2018-12-16,21,2.0,413.0,56.0,0.0,9.0,9.0,2.0,0.0,2.0,1.0,2.0,27.0,1.0,6.0,1.0,41.0,0.0002164189871591401,0.0007692307692307692,0.00021902852425319697,11.833333333333334,3.1621621621621623,4.428571428571429,4.875,1,14
2018-12-16,20,6.0,197.0,64.0,0.0,7.0,7.0,0.0,0.0,3.0,4.0,4.0,30.0,0.0,7.0,0.0,31.0,0.0003607243344636029,0.0,0.00037070113063844844,22.166666666666668,4.038461538461538,3.260869565217391,5.589285714285714,0,13
2018-12-16,22,1.0,198.0,122.0,0.0,6.0,11.0,2.0,0.0,2.0,3.0,1.0,29.0,1.0,4.0,4.0,75.0,0.00021645021645021645,0.0,0.0003369953494641774,11.5,3.4482758620689653,8.153846153846153,5.724137931034483,1,24
2018-12-16,21,7.0,461.0,142.0,0.0,4.0,15.0,0.0,1.0,1.0,1.0,8.0,48.0,5.0,5.0,0.0,66.0,0.0003606983119319002,0.0007698229407236335,0.00042118741155064356,4.4,4.631578947368421,7.1875,4.850746268656716,0,17
2018-12-16,26,11.0,337.0,91.0,0.0,8.0,7.0,3.0,1.0,1.0,7.0,4.0,34.0,1.0,5.0,0.0,191.0,0.0005770340450086555,0.001539645881447267,0.00023585700326830418,0.0,4.170731707317073,5.416666666666667,3.92,1,30
2018-12-16,25,7.0,316.0,102.0,0.0,1.0,12.0,0.0,0.0,1.0,2.0,7.0,43.0,5.0,6.0,2.0,75.0,0.00021638776687824582,0.0,0.0003537914652020823,10.857142857142858,4.25,6.448275862068965,5.033898305084746,0,16
2018-12-16,14,0.0,265.0,114.0,0.0,6.0,12.0,1.0,1.0,2.0,1.0,5.0,42.0,3.0,2.0,1.0,14.0,0.0002885794675708823,0.0007674597083653108,0.00040435353977827946,3.0,5.090909090909091,5.696969696969697,4.5625,0,0
2018-12-16,15,4.0,223.0,93.0,0.0,11.0,11.0,3.0,0.0,1.0,3.0,3.0,27.0,0.0,1.0,2.0,2.0,0.000577325539438551,0.0,0.00026958265235632085,10.0,4.564102564102564,6.6,5.606060606060606,1,23
2018-12-16,19,0.0,88.0,45.0,0.0,9.0,2.0,0.0,1.0,3.0,1.0,8.0,23.0,6.0,5.0,2.0,52.0,0.0003607243344636029,0.0,0.00015165046253391072,0.0,6.615384615384615,3.8,3.9183673469387754,1,12
2018-12-16,20,2.0,197.0,83.0,0.0,4.0,10.0,2.0,0.0,3.0,6.0,8.0,28.0,3.0,6.0,1.0,115.0,0.000505014068249044,0.0,0.00026959173701326055,8.25,3.303030303030303,5.619047619047619,4.016393442622951,0,16
2018-12-16,23,4.0,231.0,70.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,11.0,33.0,9.0,7.0,0.0,161.0,0.00014426891726177594,0.0,0.00018533182821424358,5.0,7.8,4.294117647058823,3.641509433962264,0,16
2018-12-16,24,0.0,144.0,92.0,0.0,10.0,10.0,2.0,1.0,0.0,0.0,4.0,23.0,2.0,3.0,1.0,82.0,0.0003607243344636029,0.0,0.00023590469450342062,25.666666666666668,5.5,7.666666666666667,6.634920634920635,1,41
2018-12-16,19,4.0,347.0,68.0,0.0,2.0,12.0,1.0,1.0,2.0,2.0,8.0,47.0,3.0,6.0,1.0,99.0,0.00021635655560363478,0.0015384615384615385,0.0003537616657120717,11.363636363636363,2.9375,3.1515151515151514,4.126984126984127,1,0
2018-12-16,20,8.0,130.0,37.0,0.0,14.0,6.0,2.0,0.0,5.0,4.0,2.0,22.0,1.0,5.0,0.0,29.0,0.0003606983119319002,0.0007698229407236335,0.0002190469771517153,8.5,4.777777777777778,4.052631578947368,4.492537313432836,0,17
2018-12-16,24,7.0,211.0,133.0,0.0,5.0,12.0,1.0,0.0,3.0,3.0,5.0,34.0,3.0,8.0,1.0,51.0,0.0006492101276779918,0.0007698229407236335,0.000387544651883804,15.142857142857142,4.6,5.458333333333333,5.478260869565218,0,23
2018-12-16,25,0.0,233.0,163.0,0.0,2.0,13.0,5.0,0.0,0.0,3.0,10.0,32.0,3.0,4.0,1.0,121.0,0.00021645021645021645,0.0,0.0003369896712665757,13.0,3.6153846153846154,8.363636363636363,6.051724137931035,1,26
2018-12-16,18,3.0,334.0,129.0,0.0,7.0,9.0,2.0,1.0,3.0,0.0,7.0,37.0,1.0,5.0,0.0,23.0,0.00021645021645021645,0.0,0.00042122999157540015,15.666666666666666,5.052631578947368,5.111111111111111,6.571428571428571,0,10
2018-12-16,19,7.0,369.0,84.0,0.0,9.0,13.0,2.0,2.0,1.0,0.0,7.0,36.0,2.0,2.0,0.0,27.0,0.0002886419396738346,0.0,0.00037068239258635215,9.5,6.32,5.833333333333333,6.163934426229508,1,17
2018-12-16,24,2.0,356.0,188.0,0.0,5.0,18.0,0.0,1.0,0.0,4.0,7.0,56.0,2.0,3.0,1.0,44.0,0.0002885794675708823,0.0,0.0005896425081707605,5.888888888888889,4.555555555555555,6.5,5.5,1,23
2018-12-16,23,2.0,234.0,121.0,0.0,7.0,9.0,1.0,1.0,2.0,1.0,3.0,31.0,0.0,3.0,1.0,44.0,0.00028855864954552014,0.0,0.00040440804772014964,21.666666666666668,3.7,5.6,6.245901639344262,0,30
2018-12-17,20,0.0,168.0,103.0,0.0,5.0,7.0,1.0,1.0,1.0,0.0,5.0,34.0,4.0,6.0,1.0,39.0,0.000505014068249044,0.0007692307692307692,0.00028642674214853756,17.0,4.260869565217392,5.857142857142857,4.333333333333333,1,7
2018-12-17,21,0.0,214.0,97.0,0.0,11.0,8.0,2.0,1.0,3.0,2.0,3.0,38.0,2.0,4.0,1.0,80.0,0.00028855864954552014,0.0007698229407236335,0.00038752506276221123,9.714285714285714,4.84375,4.821428571428571,4.942857142857143,0,12
2018-12-22,15,3.0,185.0,87.0,0.0,8.0,11.0,1.0,0.0,4.0,4.0,4.0,28.0,3.0,4.0,0.0,31.0,0.0003607763907929865,0.0,0.0002864460470445508,15.5,3.6666666666666665,7.095238095238095,5.290909090909091,1,19
2018-12-22,16,0.0,271.0,62.0,0.0,7.0,9.0,1.0,2.0,0.0,1.0,3.0,25.0,2.0,2.0,0.0,101.0,0.0005772422252687784,0.0,0.0002190469771517153,7.888888888888889,4.735294117647059,5.857142857142857,4.9491525423728815,0,16
2018-12-22,24,8.0,188.0,119.0,0.0,6.0,8.0,1.0,0.0,1.0,5.0,4.0,25.0,3.0,3.0,2.0,88.0,0.0002885378345235519,0.0007692307692307692,0.00020219039595619208,22.0,4.542857142857143,6.444444444444445,6.016666666666667,0,22
2018-12-22,23,2.0,222.0,116.0,0.0,2.0,10.0,2.0,2.0,2.0,1.0,7.0,41.0,4.0,7.0,1.0,56.0,0.00028855864954552014,0.0,0.0003875185334950802,3.4,3.1875,5.125,3.473684210526316,1,10
2018-12-23,20,9.0,414.0,122.0,0.0,5.0,19.0,3.0,1.0,3.0,2.0,7.0,48.0,1.0,4.0,0.0,24.0,0.0005051598470087321,0.0,0.0005222811894532895,15.222222222222221,3.0625,5.945945945945946,6.28125,1,28
2018-12-23,19,5.0,224.0,161.0,0.0,4.0,17.0,1.0,1.0,1.0,6.0,3.0,33.0,0.0,3.0,0.0,26.0,0.0005051233944292105,0.0,0.0004212512848164187,20.8,2.8620689655172415,7.321428571428571,6.32258064516129,0,27
2018-12-23,20,1.0,153.0,68.0,0.0,8.0,8.0,3.0,0.0,4.0,3.0,10.0,30.0,6.0,5.0,2.0,12.0,0.0004329004329004329,0.0,0.0002864508736751647,9.5,3.9375,5.7272727272727275,3.935483870967742,0,16
2018-12-23,19,0.0,102.0,89.0,0.0,2.0,8.0,1.0,1.0,3.0,3.0,7.0,25.0,3.0,6.0,1.0,135.0,0.0001443001443001443,0.0,0.00025275502982509353,10.0,3.4444444444444446,6.3,4.255813953488372,1,7
2018-12-23,24,3.0,285.0,111.0,0.0,6.0,8.0,2.0,0.0,2.0,2.0,3.0,27.0,1.0,5.0,2.0,26.0,0.0002886211126343892,0.0,0.0002527337365840508,25.166666666666668,9.238095238095237,4.4,8.895833333333334,0,24
2018-12-23,23,8.0,445.0,145.0,0.0,8.0,19.0,2.0,3.0,1.0,0.0,8.0,59.0,2.0,3.0,2.0,126.0,0.000505050505050505,0.0,0.0006233468672608117,7.0,5.64,5.260869565217392,5.190476190476191,1,10
2018-12-23,17,2.0,86.0,81.0,0.0,7.0,7.0,1.0,0.0,2.0,4.0,5.0,23.0,3.0,5.0,1.0,89.0,7.215007215007215e-05,0.0007698229407236335,0.0002190543591817477,13.5,4.25,6.235294117647059,4.48936170212766,0,18
2018-12-23,18,8.0,301.0,185.0,1.0,8.0,14.0,1.0,0.0,0.0,2.0,0.0,38.0,0.0,3.0,0.0,44.0,0.00036075036075036075,0.0007698229407236335,0.0004717775905644482,11.0,5.214285714285714,8.551724137931034,7.46969696969697,1,26
2018-12-23,20,7.0,113.0,68.0,0.0,6.0,9.0,1.0,0.0,1.0,5.0,2.0,26.0,1.0,4.0,1.0,20.0,0.0002164658344757919,0.0,0.00033701238520515627,24.5,3.3333333333333335,4.869565217391305,4.64,1,26
2018-12-23,19,3.0,482.0,136.0,0.0,1.0,19.0,7.0,0.0,0.0,2.0,8.0,51.0,3.0,2.0,2.0,82.0,0.00028855864954552014,0.0007692307692307692,0.0005728341813525626,7.909090909090909,2.625,6.72972972972973,5.1066666666666665,0,20
2018-12-23,24,0.0,306.0,93.0,0.0,3.0,10.0,4.0,0.0,4.0,6.0,8.0,46.0,3.0,6.0,0.0,57.0,0.000288496213487198,0.0007686395080707148,0.00038746630727762803,0.0,3.739130434782609,4.351351351351352,3.2318840579710146,1,9
2018-12-23,23,7.0,308.0,89.0,0.0,4.0,11.0,1.0,0.0,1.0,4.0,3.0,30.0,2.0,6.0,1.0,70.0,0.00028855864954552014,0.0,0.0003538510792457917,16.833333333333332,3.5714285714285716,6.909090909090909,5.862068965517241,0,27
2018-12-23,29,0.0,460.0,90.0,0.0,3.0,10.0,1.0,2.0,0.0,1.0,5.0,42.0,0.0,6.0,1.0,118.0,0.00014426891726177594,0.0,0.00033693289981300223,6.0,4.0,5.0,4.816666666666666,0,12
2018-12-23,30,6.0,112.0,93.0,0.0,15.0,4.0,1.0,2.0,3.0,3.0,3.0,26.0,1.0,6.0,1.0,61.0,0.0002164189871591401,0.0007692307692307692,0.0002190395956192081,0.0,5.808510638297872,5.25,5.342465753424658,1,24
2018-12-23,25,11.0,383.0,246.0,0.0,9.0,19.0,7.0,0.0,0.0,0.0,12.0,59.0,4.0,3.0,2.0,88.0,0.00036075036075036075,0.001539645881447267,0.0006233363657805182,16.5,6.142857142857143,6.155555555555556,6.775,0,44
2018-12-23,23,3.0,371.0,130.0,0.0,4.0,18.0,1.0,0.0,2.0,2.0,2.0,37.0,2.0,4.0,1.0,236.0,0.00021643460067816175,0.001539645881447267,0.0004043739785344813,11.285714285714286,2.35,9.357142857142858,6.491228070175438,1,38
2018-12-23,22,2.0,418.0,68.0,0.0,4.0,17.0,4.0,0.0,2.0,2.0,8.0,44.0,4.0,4.0,2.0,133.0,0.00021645021645021645,0.0,0.0004886185573958315,13.222222222222221,3.263157894736842,7.096774193548387,5.888888888888889,0,30
2018-12-23,23,9.0,351.0,215.0,0.0,4.0,18.0,3.0,1.0,0.0,4.0,4.0,52.0,1.0,2.0,3.0,104.0,0.0006493506493506494,0.003079291762894534,0.0005896822455099909,29.285714285714285,2.590909090909091,6.333333333333333,7.013513513513513,1,32
2018-12-23,18,0.0,289.0,68.0,0.0,6.0,6.0,3.0,0.0,4.0,2.0,8.0,35.0,4.0,5.0,0.0,26.0,0.00014427932477276007,0.0007692307692307692,0.00030327026435058045,8.0,5.777777777777778,5.555555555555555,4.962264150943396,1,9
2018-12-23,19,7.0,185.0,81.0,0.0,18.0,11.0,4.0,0.0,2.0,1.0,4.0,26.0,2.0,2.0,1.0,1.0,0.0004330254041570439,0.0,0.00032016176594489845,19.0,6.560975609756097,7.571428571428571,6.880597014925373,0,31
2018-12-23,18,5.0,179.0,106.0,0.0,6.0,12.0,2.0,0.0,1.0,2.0,5.0,32.0,3.0,3.0,2.0,52.0,0.0003607763907929865,0.0007698229407236335,0.0004212725802102993,17.4,3.2142857142857144,6.625,5.416666666666667,0,14
2018-12-23,17,1.0,299.0,76.0,0.0,4.0,11.0,0.0,1.0,1.0,2.0,6.0,39.0,1.0,4.0,1.0,47.0,0.000505050505050505,0.0,0.0003706511667087861,14.375,3.1333333333333333,4.2,5.166666666666667,1,9
2018-12-23,22,6.0,370.0,161.0,0.0,5.0,16.0,3.0,1.0,1.0,1.0,5.0,42.0,2.0,3.0,1.0,27.0,0.0004329316689515838,0.0,0.000454913061059442,4.444444444444445,3.0,9.225806451612904,6.065573770491803,1,31
2018-12-23,21,6.0,461.0,170.0,0.0,2.0,21.0,3.0,0.0,0.0,2.0,7.0,54.0,3.0,2.0,3.0,20.0,0.0004329004329004329,0.0007692307692307692,0.0005559580167461294,13.166666666666666,3.611111111111111,6.0,5.986111111111111,0,28
2018-12-23,22,6.0,395.0,136.0,0.0,6.0,16.0,0.0,0.0,1.0,1.0,11.0,41.0,1.0,3.0,4.0,127.0,0.00036075036075036075,0.0007698229407236335,0.0003874858904594235,9.6,7.8,5.9,6.901639344262295,0,31
2018-12-23,23,10.0,349.0,49.0,0.0,11.0,15.0,5.0,0.0,1.0,4.0,8.0,32.0,3.0,3.0,0.0,32.0,0.000505050505050505,0.0,0.00030328048390086096,16.416666666666668,4.883720930232558,4.352941176470588,6.1866666666666665,1,38
2018-12-24,20,0.0,343.0,79.0,0.0,4.0,12.0,3.0,2.0,1.0,2.0,2.0,38.0,1.0,6.0,1.0,245.0,0.0004328692013563235,0.0007692307692307692,0.0003875185334950802,6.5,4.166666666666667,5.074074074074074,4.838709677419355,0,14
2018-12-24,21,5.0,170.0,65.0,0.0,6.0,8.0,2.0,0.0,3.0,1.0,3.0,27.0,1.0,5.0,1.0,46.0,0.0003607243344636029,0.0,0.0003201509764604782,0.0,3.8,6.958333333333333,4.7894736842105265,1,26
2018-12-30,24,9.0,192.0,91.0,0.0,16.0,6.0,2.0,0.0,1.0,2.0,4.0,26.0,2.0,4.0,2.0,83.0,0.00021640337589266391,0.0007698229407236335,0.0002358887952822241,7.0,6.297872340425532,7.55,6.342465753424658,1,26
2018-12-30,23,3.0,483.0,125.0,0.0,1.0,16.0,1.0,3.0,0.0,3.0,2.0,42.0,0.0,4.0,0.0,112.0,0.0002886002886002886,0.0,0.0003874924186265921,19.333333333333332,3.5714285714285716,3.185185185185185,7.607142857142857,0,24
2018-12-30,24,4.0,133.0,138.0,0.0,11.0,9.0,3.0,1.0,0.0,3.0,6.0,27.0,1.0,3.0,0.0,82.0,0.0003607763907929865,0.0007692307692307692,0.0002864460470445508,23.5,5.03030303030303,7.375,6.35,1,42
2018-12-30,25,1.0,247.0,107.0,0.0,8.0,9.0,0.0,2.0,1.0,3.0,6.0,36.0,4.0,5.0,3.0,144.0,0.0002164189871591401,0.0007698229407236335,0.000320129399673131,0.0,3.96,5.357142857142857,3.6885245901639343,0,16
2018-12-30,20,6.0,219.0,146.0,0.0,7.0,16.0,2.0,0.0,2.0,3.0,3.0,34.0,1.0,4.0,0.0,0.0,0.000505050505050505,0.0007698229407236335,0.0003538212697128993,11.5,3.4210526315789473,8.096774193548388,5.583333333333333,0,31
2018-12-30,19,0.0,398.0,42.0,0.0,3.0,5.0,1.0,1.0,1.0,3.0,6.0,43.0,3.0,7.0,0.0,136.0,0.0003606462781304097,0.0007686395080707148,0.00032008086253369273,5.111111111111111,3.5384615384615383,3.7333333333333334,3.125,1,0
2018-12-30,24,12.0,230.0,100.0,0.0,8.0,13.0,2.0,0.0,4.0,2.0,10.0,41.0,6.0,7.0,1.0,17.0,0.00043277553375649163,0.0007698229407236335,0.00042122999157540015,14.333333333333334,4.0606060606060606,5.96875,4.621621621621622,1,20
2018-12-30,23,4.0,271.0,61.0,0.0,2.0,4.0,0.0,1.0,1.0,3.0,4.0,31.0,3.0,9.0,2.0,96.0,0.00021640337589266391,0.0,0.00025272947836635666,3.6666666666666665,1.875,3.8636363636363638,2.5319148936170213,0,3
2018-12-30,18,7.0,269.0,166.0,0.0,7.0,11.0,0.0,1.0,1.0,3.0,3.0,27.0,0.0,1.0,0.0,26.0,0.0003608284621490943,0.0007686395080707148,0.0002695871946082561,39.0,3.6666666666666665,6.695652173913044,7.574074074074074,1,34
2018-12-30,19,0.0,208.0,59.0,0.0,9.0,11.0,0.0,2.0,2.0,4.0,3.0,36.0,3.0,4.0,3.0,215.0,0.0002886211126343892,0.0007698229407236335,0.00040440123342376196,0.0,4.379310344827586,5.967741935483871,4.492307692307692,0,3
2018-12-30,21,4.0,233.0,52.0,0.0,8.0,7.0,2.0,0.0,2.0,2.0,1.0,27.0,0.0,4.0,1.0,4.0,0.0005772422252687784,0.0,0.00030329581451775964,12.4,4.5675675675675675,4.809523809523809,5.21875,0,24
2018-12-30,20,1.0,290.0,62.0,0.0,3.0,6.0,3.0,0.0,2.0,2.0,8.0,37.0,4.0,5.0,1.0,-2.0,7.213445863088797e-05,0.0007680491551459293,0.0003369669603895338,0.0,4.2,4.714285714285714,3.1538461538461537,1,10
2018-12-30,23,7.0,317.0,87.0,0.0,9.0,14.0,1.0,0.0,2.0,3.0,4.0,34.0,1.0,4.0,0.0,0.0,0.0003607763907929865,0.0,0.0004043876055198908,9.125,4.366666666666666,7.08,5.859375,1,37
2018-12-30,22,0.0,306.0,41.0,0.0,4.0,8.0,0.0,0.0,1.0,4.0,5.0,32.0,4.0,5.0,3.0,98.0,0.00028855864954552014,0.0,0.0002695781102574471,7.833333333333333,4.521739130434782,5.454545454545454,4.345454545454546,0,3
2018-12-30,19,6.0,226.0,118.0,0.0,11.0,10.0,4.0,0.0,0.0,4.0,6.0,31.0,1.0,3.0,0.0,18.0,0.0004329004329004329,0.0007692307692307692,0.000303275374039628,30.333333333333332,3.0,6.555555555555555,5.5,0,33
2018-12-30,20,5.0,136.0,53.0,0.0,9.0,8.0,0.0,1.0,1.0,2.0,2.0,24.0,2.0,5.0,0.0,5.0,0.0002886211126343892,0.0,0.00023590071949719448,6.0,6.814814814814815,5.2631578947368425,5.764705882352941,1,14
2018-12-30,23,2.0,434.0,137.0,0.0,4.0,18.0,1.0,0.0,2.0,3.0,9.0,49.0,4.0,3.0,1.0,89.0,0.0007937080597445704,0.001539645881447267,0.0004548747409741058,16.9,2.3181818181818183,6.411764705882353,5.929577464788732,0,36
2018-12-30,22,5.0,336.0,171.0,0.0,8.0,12.0,0.0,1.0,0.0,2.0,5.0,43.0,1.0,2.0,1.0,142.0,0.000505014068249044,0.0015384615384615385,0.0004043399150886178,7.1,5.72,7.419354838709677,6.514705882352941,1,35
2018-12-30,19,0.0,228.0,34.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,7.0,28.0,4.0,6.0,2.0,107.0,0.0002164189871591401,0.0,0.0002021835826930853,0.0,6.944444444444445,5.0,4.260869565217392,0,12
2018-12-30,20,0.0,258.0,212.0,0.0,5.0,13.0,0.0,1.0,4.0,2.0,7.0,46.0,1.0,5.0,1.0,127.0,0.0003606722931544399,0.001539645881447267,0.0005222987886037774,7.833333333333333,3.25,6.153846153846154,5.196969696969697,1,16
2018-12-30,24,4.0,380.0,155.0,0.0,7.0,19.0,1.0,1.0,2.0,2.0,5.0,46.0,1.0,5.0,1.0,102.0,0.0004329004329004329,0.0,0.0005391562205148942,12.7,3.6333333333333333,7.314285714285714,6.434210526315789,0,34
2018-12-30,23,1.0,416.0,89.0,0.0,4.0,16.0,2.0,1.0,1.0,2.0,4.0,38.0,1.0,4.0,0.0,121.0,0.0002886211126343892,0.0,0.0003706699016039898,15.2,4.6,7.72,7.4655172413793105,1,32
2018-12-30,24,14.0,285.0,134.0,0.0,8.0,15.0,1.0,1.0,2.0,1.0,2.0,36.0,1.0,4.0,2.0,87.0,0.0003607243344636029,0.0007698229407236335,0.00040438079191238417,8.833333333333334,4.388888888888889,8.0,6.055555555555555,0,33
2018-12-30,23,0.0,225.0,103.0,0.0,4.0,6.0,1.0,2.0,6.0,2.0,0.0,29.0,0.0,6.0,0.0,133.0,7.214486689272058e-05,0.0,0.0003032907041399181,3.6,5.8125,6.125,5.733333333333333,1,16
2018-12-30,18,4.0,112.0,167.0,0.0,10.0,15.0,0.0,1.0,1.0,0.0,6.0,37.0,3.0,3.0,1.0,44.0,0.0005772422252687784,0.0007698229407236335,0.0004886761930439472,8.0,3.7941176470588234,7.09375,5.070422535211268,0,24
2018-12-30,17,0.0,260.0,32.0,0.0,1.0,6.0,1.0,1.0,2.0,4.0,8.0,32.0,4.0,5.0,1.0,54.0,0.0,0.0015372790161414297,0.00021902483404656804,4.0,1.75,3.391304347826087,2.022727272727273,1,0
2018-12-30,24,7.0,359.0,110.0,0.0,7.0,11.0,1.0,1.0,3.0,1.0,3.0,50.0,1.0,6.0,5.0,79.0,0.0002885378345235519,0.0007692307692307692,0.000522272390322798,11.25,3.28,5.05,4.933333333333334,1,9
2018-12-30,25,2.0,190.0,78.0,0.0,5.0,10.0,2.0,2.0,1.0,3.0,3.0,25.0,1.0,5.0,2.0,18.0,0.0002886002886002886,0.0,0.00023589674462492417,0.0,3.8666666666666667,8.0,5.0181818181818185,0,20
2018-12-30,22,7.0,246.0,107.0,0.0,12.0,13.0,3.0,0.0,2.0,5.0,2.0,29.0,0.0,3.0,1.0,0.0,0.000721552781585973,0.0,0.00028642674214853756,9.285714285714286,3.6904761904761907,7.476190476190476,5.309859154929577,1,47
2018-12-30,23,7.0,184.0,150.0,0.0,5.0,13.0,4.0,3.0,1.0,1.0,9.0,37.0,3.0,2.0,2.0,77.0,0.00021643460067816175,0.0007698229407236335,0.00038755118203110517,15.0,5.7727272727272725,7.9,6.661016949152542,0,32
2018-12-30,26,0.0,385.0,45.0,0.0,4.0,8.0,0.0,0.0,3.0,1.0,8.0,40.0,6.0,5.0,2.0,18.0,0.0002884754074715131,0.0007692307692307692,0.00030325493631646336,2.1818181818181817,3.5416666666666665,5.434782608695652,3.09375,0,22
2018-12-30,27,1.0,191.0,67.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,7.0,27.0,6.0,8.0,1.0,154.0,0.0002885378345235519,0.0,0.00020219720967850643,13.2,5.352941176470588,5.375,4.770491803278689,1,27
2017-09-07,28,7.0,260.0,201.0,0.0,8.0,17.0,1.0,0.0,3.0,0.0,4.0,38.0,3.0,6.0,1.0,94.0,0.0002886002886002886,0.0,0.00047180143899438895,25.428571428571427,6.851851851851852,6.785714285714286,8.261538461538462,0,42
2017-09-07,27,11.0,567.0,112.0,0.0,10.0,11.0,4.0,0.0,2.0,3.0,6.0,39.0,3.0,6.0,2.0,59.0,0.0003606722931544399,0.0,0.00026954177897574127,6.666666666666667,3.5428571428571427,7.9523809523809526,5.013513513513513,1,27
2017-09-10,24,10.0,193.0,140.0,0.0,10.0,11.0,2.0,1.0,1.0,5.0,4.0,30.0,2.0,6.0,2.0,98.0,0.0005771172990910403,0.0,0.00026958265235632085,13.25,4.523809523809524,7.125,5.666666666666667,1,21
2017-09-10,23,4.0,207.0,98.0,0.0,2.0,8.0,1.0,2.0,2.0,0.0,5.0,41.0,1.0,6.0,0.0,92.0,0.0002885378345235519,0.0007698229407236335,0.00043807181007902144,8.333333333333334,2.533333333333333,4.5,3.8214285714285716,0,12
2017-09-10,19,6.0,216.0,158.0,0.0,4.0,12.0,2.0,0.0,0.0,2.0,5.0,32.0,2.0,3.0,0.0,56.0,0.0003607763907929865,0.0,0.0003538391548299045,35.333333333333336,2.782608695652174,7.962962962962963,6.763636363636364,0,23
2017-09-10,18,5.0,168.0,109.0,0.0,6.0,11.0,3.0,0.0,3.0,1.0,10.0,44.0,4.0,5.0,2.0,94.0,0.0003607243344636029,0.0007692307692307692,0.0004380496680931361,0.0,6.578947368421052,5.461538461538462,4.777777777777778,1,17
2017-09-10,23,5.0,89.0,90.0,0.0,8.0,5.0,4.0,1.0,2.0,5.0,3.0,18.0,1.0,6.0,0.0,14.0,0.0004328692013563235,0.0,0.00015165046253391072,0.0,3.738095238095238,7.5625,4.466666666666667,0,20
2017-09-10,24,0.0,232.0,108.0,0.0,3.0,8.0,3.0,4.0,1.0,2.0,3.0,36.0,5.0,5.0,2.0,103.0,0.00028855864954552014,0.0,0.00026958265235632085,4.5,3.5,5.72,3.810344827586207,1,0
2017-09-10,20,2.0,351.0,94.0,1.0,3.0,12.0,5.0,1.0,3.0,2.0,8.0,37.0,7.0,6.0,0.0,63.0,0.0002164189871591401,0.001539645881447267,0.0003369896712665757,7.1,2.269230769230769,7.55,3.7936507936507935,1,18
